"","observation_date","American Crow","American Goldfinch","American Kestrel","American Redstart","American Robin","Bald Eagle","Baltimore Oriole","Barn Swallow","Barred Owl","Bay-breasted Warbler","Belted Kingfisher","Black Vulture","Black-and-white Warbler","Black-billed Cuckoo","Black-crowned Night-Heron","Black-throated Blue Warbler","Black-throated Green Warbler","Blackpoll Warbler","Blue Grosbeak","Blue Jay","Blue-gray Gnatcatcher","Blue-headed Vireo","Blue-winged Teal","Bobolink","Broad-winged Hawk","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Canada Goose","Cape May Warbler","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Chestnut-sided Warbler","Chimney Swift","Chipping Sparrow","Chuck-will's-widow","Cliff Swallow","Common Grackle","Common Yellowthroat","Cooper's Hawk","Double-crested Cormorant","Downy Woodpecker","Eastern Bluebird","Eastern Kingbird","Eastern Meadowlark","Eastern Phoebe","Eastern Screech-Owl","Eastern Towhee","Eastern Wood-Pewee","European Starling","Field Sparrow","Fish Crow","Forster's Tern","Grasshopper Sparrow","Gray Catbird","Great Blue Heron","Great Crested Flycatcher","Great Egret","Green Heron","Hairy Woodpecker","Hooded Warbler","House Finch","House Sparrow","House Wren","Indigo Bunting","Kentucky Warbler","Killdeer","Lark Sparrow","Least Sandpiper","Lesser Yellowlegs","Louisiana Waterthrush","Magnolia Warbler","Mallard","Mississippi Kite","Mourning Dove","Northern Bobwhite","Northern Cardinal","Northern Flicker","Northern Mockingbird","Northern Parula","Northern Rough-winged Swallow","Northern Waterthrush","Orchard Oriole","Osprey","Ovenbird","Palm Warbler","Pileated Woodpecker","Pine Warbler","Prairie Warbler","Prothonotary Warbler","Purple Martin","Red-bellied Woodpecker","Red-eyed Vireo","Red-shouldered Hawk","Red-tailed Hawk","Red-winged Blackbird","Rock Pigeon","Rose-breasted Grosbeak","Ruby-crowned Kinglet","Ruby-throated Hummingbird","Savannah Sparrow","Scarlet Tanager","Sharp-shinned Hawk","Solitary Sandpiper","Song Sparrow","Sora","Spotted Sandpiper","Summer Tanager","Swainson's Thrush","Tennessee Warbler","Tree Swallow","Tufted Titmouse","Turkey Vulture","Veery","Virginia Rail","Warbling Vireo","White-breasted Nuthatch","White-crowned Sparrow","White-eyed Vireo","White-throated Sparrow","Wild Turkey","Willow Flycatcher","Wilson's Snipe","Wood Duck","Wood Thrush","Worm-eating Warbler","Yellow Warbler","Yellow-billed Cuckoo","Yellow-breasted Chat","Yellow-rumped Warbler","Yellow-throated Vireo","Blackburnian Warbler","Cerulean Warbler","Nashville Warbler","Philadelphia Vireo","Red-headed Woodpecker","Swainson's Warbler","Swamp Sparrow","Common Nighthawk","Muscovy Duck","Purple Finch","Gray-cheeked Thrush","Great Horned Owl","Least Flycatcher","Red-breasted Nuthatch","Vesper Sparrow","Acadian Flycatcher","Bank Swallow","Canada Warbler","Wilson's Warbler","Yellow-throated Warbler","Dickcissel","American Woodcock","Olive-sided Flycatcher","Cattle Egret","Lincoln's Sparrow","Connecticut Warbler","Common Raven","Mourning Warbler","Mute Swan","Semipalmated Sandpiper","Marsh Wren","Semipalmated Plover","White-rumped Sandpiper","Yellow-bellied Sapsucker","Pine Siskin","American Bittern","Pectoral Sandpiper","Blue-winged Warbler","American Avocet","Black Tern","Yellow-bellied Flycatcher","Short-billed Dowitcher","Willet","Eastern Whip-poor-will","Eared Grebe","Horned Grebe","Golden-winged Warbler","Merlin","Caspian Tern","Laughing Gull","Orange-crowned Warbler","Pied-billed Grebe","Greater Yellowlegs","Brown Creeper","Golden-crowned Kinglet","Northern Harrier","Winter Wren","Hermit Thrush","Bonaparte's Gull","Northern Shoveler","American Coot","Dark-eyed Junco","Peregrine Falcon","Gadwall","Ring-necked Duck","American Pipit","Common Loon","Green-winged Teal","Northern Pintail","Surf Scoter","Fox Sparrow","Rusty Blackbird","Sedge Wren","Purple Gallinule","Hooded Merganser","Ring-billed Gull","American Black Duck","Ruddy Duck","American Wigeon","Bufflehead","Canvasback","Redhead","Lesser Scaup","Sandhill Crane","Red-breasted Merganser","Snow Goose","Greater Scaup","American White Pelican","Egyptian Goose","Herring Gull","Red-throated Loon","Greater White-fronted Goose","Ross's Goose","Red-necked Grebe","Common Merganser","Barn Owl","Eurasian Collared-Dove","Little Gull","Franklin's Gull","Black-bellied Whistling-Duck","Little Blue Heron"
"281",2023-02-05,50,36,1,NA,139,6,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,2,20,3,307,NA,60,40,NA,NA,NA,2,NA,NA,NA,NA,3,5,18,41,NA,3,8,NA,31,NA,108,31,4,NA,NA,NA,11,NA,NA,NA,2,NA,66,5,NA,NA,NA,50,NA,NA,NA,NA,NA,113,NA,48,NA,93,7,39,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,20,NA,4,7,37,81,NA,7,NA,1,NA,1,NA,38,NA,NA,NA,NA,NA,NA,41,5,NA,NA,NA,8,7,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,2,NA,7,NA,20,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,15,1,4,6,4,10,3,13,NA,44,43,NA,NA,5,NA,NA,3,NA,NA,NA,3,59,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2023-02-06,107,19,1,NA,143,3,NA,NA,2,NA,3,16,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,2,NA,5,137,NA,71,51,NA,NA,NA,NA,NA,NA,2,NA,1,16,34,37,NA,NA,4,NA,27,NA,65,9,12,NA,NA,NA,7,NA,6,NA,1,NA,74,12,NA,NA,NA,26,NA,NA,NA,NA,NA,106,NA,61,NA,78,18,36,NA,NA,NA,NA,NA,NA,2,10,4,NA,NA,NA,26,NA,10,7,10,17,NA,10,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,53,14,NA,NA,NA,17,2,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,NA,7,6,NA,4,8,2,28,NA,21,NA,52,61,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,210,NA,14,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2023-02-07,65,11,NA,NA,92,1,NA,NA,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,51,39,41,NA,NA,NA,NA,NA,NA,NA,1,9,18,26,NA,NA,2,NA,34,NA,59,13,2,NA,NA,NA,1,NA,NA,NA,1,NA,60,8,NA,NA,NA,4,NA,NA,NA,NA,NA,102,NA,44,NA,71,8,17,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,21,NA,6,5,25,14,NA,6,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,37,7,NA,NA,NA,11,NA,NA,29,NA,NA,NA,15,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,4,2,NA,1,4,NA,7,NA,30,NA,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,2,17,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2023-02-08,24,6,NA,NA,39,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,2,12,NA,22,20,NA,NA,NA,NA,NA,NA,NA,NA,1,21,7,10,NA,NA,NA,NA,14,NA,44,1,1,NA,NA,NA,27,NA,NA,NA,NA,NA,38,7,NA,NA,NA,8,NA,NA,NA,NA,NA,105,NA,32,NA,40,3,12,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,13,NA,NA,NA,59,28,NA,2,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,6,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,5,NA,NA,2,NA,NA,NA,NA,11,NA,17,NA,6,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,4,4,NA,NA,NA,NA,NA,NA,NA,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2023-02-09,NA,18,2,NA,26,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,18,NA,NA,NA,2,NA,NA,2,NA,NA,13,18,24,NA,NA,2,NA,18,NA,14,2,NA,NA,NA,NA,4,NA,NA,NA,2,NA,41,9,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,23,NA,57,4,14,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,12,NA,7,4,3,10,NA,3,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,27,4,NA,NA,NA,9,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,2,NA,1,7,NA,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2023-02-10,NA,27,3,NA,132,3,NA,NA,2,NA,10,1,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,3,6,NA,91,NA,76,51,32,NA,NA,NA,NA,NA,2,NA,1,38,25,40,NA,4,5,NA,38,NA,36,17,5,NA,NA,NA,15,NA,NA,NA,4,NA,85,13,NA,NA,NA,17,NA,NA,NA,NA,NA,81,NA,72,NA,85,9,49,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,24,NA,12,9,73,29,NA,7,NA,8,NA,NA,NA,38,NA,NA,NA,NA,NA,1,58,4,NA,NA,NA,22,5,NA,31,3,NA,NA,6,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,39,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,5,NA,2,8,2,3,6,NA,8,NA,29,NA,41,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,10,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2023-02-11,54,46,NA,NA,277,2,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,5,1,111,NA,52,32,8,NA,NA,1,NA,NA,5,NA,3,9,24,33,NA,NA,2,NA,32,NA,157,5,3,NA,NA,NA,9,NA,NA,NA,1,NA,59,16,NA,NA,NA,12,NA,NA,NA,NA,NA,109,NA,69,NA,66,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,2,3,187,9,NA,10,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,1,40,27,NA,NA,NA,9,6,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,NA,2,5,NA,NA,2,33,NA,30,5,NA,NA,NA,NA,NA,2,23,NA,NA,NA,49,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2023-02-12,76,19,NA,NA,81,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,3,NA,47,NA,33,16,NA,NA,NA,1,NA,NA,5,NA,NA,8,12,16,NA,NA,2,NA,19,NA,107,NA,1,NA,NA,NA,4,NA,NA,NA,1,NA,55,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,42,NA,49,3,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,NA,2,1,101,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,10,NA,NA,34,12,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,3,NA,3,NA,23,NA,10,18,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,146,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2023-02-13,90,10,1,NA,72,2,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,2,1,103,NA,46,31,NA,NA,NA,6,NA,NA,NA,NA,2,NA,18,17,NA,NA,3,NA,13,NA,NA,22,2,NA,NA,NA,15,NA,NA,NA,3,NA,45,6,NA,NA,NA,41,NA,NA,NA,NA,NA,32,NA,37,NA,64,4,21,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,14,NA,5,7,11,26,NA,4,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,30,9,NA,NA,NA,14,5,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,18,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,4,NA,NA,5,NA,8,NA,16,NA,28,37,NA,NA,3,NA,NA,2,NA,NA,NA,1,75,NA,2,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2023-02-14,65,20,1,NA,77,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,3,5,4,42,NA,50,45,4,NA,NA,5,NA,NA,7,NA,2,5,23,22,NA,NA,4,NA,27,NA,80,2,9,NA,NA,NA,2,NA,NA,NA,7,NA,41,7,NA,NA,NA,3,NA,NA,NA,NA,NA,26,NA,46,NA,83,4,18,NA,NA,NA,NA,NA,NA,1,8,3,NA,NA,NA,22,NA,11,3,35,43,NA,6,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,1,39,27,NA,NA,NA,10,1,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,3,7,NA,2,4,5,NA,NA,29,NA,14,4,NA,NA,2,1,NA,1,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2023-02-15,34,NA,1,NA,58,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,1,NA,4,72,NA,63,39,NA,NA,NA,8,NA,NA,9,NA,NA,34,21,NA,NA,NA,4,NA,26,NA,11,10,2,NA,NA,NA,14,NA,NA,NA,4,NA,43,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,27,NA,46,NA,82,NA,24,NA,NA,NA,NA,1,NA,NA,2,5,NA,NA,NA,18,NA,2,5,23,10,NA,3,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,53,21,NA,NA,NA,18,2,NA,36,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,10,NA,2,1,15,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,97,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2023-02-16,45,NA,NA,NA,103,1,NA,NA,NA,NA,3,17,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,40,NA,NA,NA,NA,4,NA,NA,2,NA,NA,21,17,28,NA,NA,4,NA,27,NA,180,2,6,NA,NA,NA,16,NA,NA,NA,5,NA,NA,4,NA,NA,NA,22,NA,NA,NA,NA,NA,39,NA,30,NA,NA,7,33,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,15,NA,4,5,8,9,NA,4,NA,NA,NA,1,NA,32,NA,NA,NA,NA,NA,NA,33,6,NA,NA,NA,9,NA,NA,36,NA,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,3,100,NA,NA,23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14,NA,NA,NA,9,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2023-02-17,127,NA,1,NA,161,4,NA,NA,1,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,112,NA,NA,48,1,NA,NA,8,NA,NA,6,NA,2,31,NA,51,NA,1,5,NA,51,NA,1027,13,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,2,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,34,NA,8,5,3,24,NA,1,NA,NA,NA,1,NA,47,NA,NA,NA,NA,NA,2,NA,11,NA,NA,NA,NA,7,NA,77,NA,NA,NA,4,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,1,3,NA,NA,NA,67,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2023-02-18,NA,82,2,NA,NA,6,NA,NA,2,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,1,7,NA,NA,NA,NA,7,NA,55,NA,NA,18,2,NA,NA,NA,15,NA,NA,NA,10,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,1,NA,2,4,22,NA,NA,NA,NA,NA,NA,18,11,4,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,133,23,NA,NA,NA,NA,13,NA,NA,23,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,7,52,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,2,11,NA,2,3,23,NA,7,47,NA,4,1,NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,1,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2023-02-19,NA,NA,NA,NA,NA,12,NA,NA,1,NA,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,4,131,NA,NA,130,10,NA,NA,6,NA,NA,114,NA,1,35,88,127,NA,18,14,1,NA,NA,NA,28,4,NA,NA,NA,17,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,97,NA,142,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,5,8,18,NA,NA,NA,76,NA,27,13,NA,31,NA,36,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,66,NA,NA,NA,47,13,NA,NA,8,NA,NA,6,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,2,NA,6,NA,NA,22,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,NA,5,19,1,2,7,60,NA,NA,39,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,29,NA,NA,NA,12,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2023-02-20,NA,109,NA,NA,NA,2,NA,NA,1,NA,3,9,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,6,10,5,67,NA,126,NA,1,NA,NA,19,NA,NA,340,NA,2,13,56,56,NA,3,9,NA,NA,NA,318,7,4,NA,NA,NA,11,NA,NA,NA,9,NA,NA,26,NA,NA,NA,3,NA,NA,NA,NA,NA,106,NA,132,NA,185,7,53,NA,NA,NA,NA,1,NA,2,7,10,NA,NA,NA,49,NA,4,2,73,8,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,115,4,NA,NA,NA,NA,NA,NA,58,17,NA,NA,2,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,43,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,4,9,1,NA,1,52,18,NA,54,1,15,12,NA,NA,NA,NA,NA,2,2,NA,NA,NA,27,3,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2023-02-21,54,17,1,NA,149,1,NA,NA,1,NA,5,8,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,5,9,4,37,NA,51,35,15,NA,NA,17,NA,NA,18,NA,2,35,31,41,NA,13,6,NA,31,NA,185,2,19,NA,NA,NA,10,NA,NA,NA,3,NA,84,21,NA,NA,NA,18,NA,NA,NA,NA,NA,31,NA,53,NA,76,1,26,NA,NA,NA,NA,1,NA,3,5,5,NA,NA,NA,23,NA,5,7,29,10,NA,9,NA,NA,NA,1,NA,43,NA,NA,NA,NA,NA,3,51,20,NA,NA,NA,14,NA,NA,42,1,NA,NA,1,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,5,NA,NA,1,11,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,190,NA,NA,NA,1,NA,2,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2023-02-22,77,26,5,NA,111,10,NA,NA,2,NA,6,13,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,4,14,NA,90,NA,85,45,2,NA,NA,2,NA,NA,13,NA,2,8,28,50,NA,5,10,NA,50,NA,230,36,6,NA,NA,NA,16,NA,NA,NA,3,NA,75,17,NA,NA,NA,45,NA,NA,NA,NA,NA,17,NA,60,NA,97,5,46,NA,NA,NA,NA,1,NA,NA,2,4,NA,NA,NA,26,NA,10,9,46,9,NA,19,NA,13,NA,1,NA,58,NA,NA,NA,NA,NA,13,65,29,NA,NA,NA,11,19,NA,50,1,NA,NA,10,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,4,NA,11,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,7,13,NA,1,3,40,NA,NA,21,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,16,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
