"","observation_date","American Coot","American Crow","American Goldfinch","American Robin","American Woodcock","Bald Eagle","Belted Kingfisher","Black Vulture","Black-crowned Night-Heron","Blue Jay","Bonaparte's Gull","Brown Thrasher","Brown-headed Nuthatch","Bufflehead","Canada Goose","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Cooper's Hawk","Dark-eyed Junco","Downy Woodpecker","Eastern Bluebird","Eastern Phoebe","Eastern Screech-Owl","Eastern Towhee","European Starling","Field Sparrow","Gadwall","Golden-crowned Kinglet","Great Blue Heron","Great Horned Owl","Green-winged Teal","Hairy Woodpecker","Hermit Thrush","Hooded Merganser","Horned Grebe","House Finch","House Sparrow","Killdeer","Mallard","Mourning Dove","Northern Cardinal","Northern Flicker","Northern Harrier","Northern Mockingbird","Northern Shoveler","Palm Warbler","Pied-billed Grebe","Pileated Woodpecker","Pine Warbler","Purple Finch","Red-bellied Woodpecker","Red-shouldered Hawk","Red-tailed Hawk","Red-winged Blackbird","Ring-billed Gull","Ring-necked Duck","Rock Pigeon","Ruby-crowned Kinglet","Song Sparrow","Swamp Sparrow","Tufted Titmouse","Turkey Vulture","White-breasted Nuthatch","White-crowned Sparrow","White-throated Sparrow","Winter Wren","Yellow-bellied Sapsucker","Yellow-rumped Warbler","Yellow-throated Warbler","American Kestrel","American Pipit","Chipping Sparrow","Common Yellowthroat","Eastern Meadowlark","Fox Sparrow","Horned Lark","Merlin","Orange-crowned Warbler","Rusty Blackbird","Savannah Sparrow","Wilson's Snipe","Wood Duck","Brown-headed Cowbird","Brown Creeper","American Wigeon","Lesser Scaup","Redhead","Ruddy Duck","Sharp-shinned Hawk","Double-crested Cormorant","Fish Crow","Red-breasted Merganser","Barred Owl","Herring Gull","Pine Siskin","Wild Turkey","Nashville Warbler","Common Grackle","Rufous Hummingbird","American Black Duck","Common Goldeneye","Northern Pintail","Lesser Black-backed Gull","Muscovy Duck","Common Loon","Vesper Sparrow","Greater Yellowlegs","Great Egret","Tree Swallow","Osprey","White-winged Scoter","Virginia Rail","Ross's Goose","Canvasback","Blue-winged Teal","Greater Scaup","Barn Owl","Eastern Whip-poor-will","Northern Rough-winged Swallow","Common Raven","Purple Martin","Lesser Yellowlegs","Barn Swallow","Blue-gray Gnatcatcher","Cliff Swallow","Northern Bobwhite","Black-and-white Warbler","Blue-headed Vireo","Black-throated Green Warbler","Pectoral Sandpiper","Red-headed Woodpecker","Chimney Swift","White-eyed Vireo","Louisiana Waterthrush","Broad-winged Hawk","Caspian Tern","Eastern Kingbird","Solitary Sandpiper","Black-throated Blue Warbler","Green Heron","Northern Parula","Ruby-throated Hummingbird","Worm-eating Warbler","Yellow Warbler","Indigo Bunting","Marsh Wren","Spotted Sandpiper","Yellow-throated Vireo","Hooded Warbler","House Wren","Rose-breasted Grosbeak","Ovenbird","Prairie Warbler","American Redstart","Red-eyed Vireo","Scarlet Tanager","Prothonotary Warbler","Wood Thrush","Forster's Tern","Cerulean Warbler","Blackburnian Warbler","Blue-winged Warbler","Gray Catbird","Orchard Oriole","Semipalmated Sandpiper","Baltimore Oriole","Blackpoll Warbler","Blue Grosbeak","Cape May Warbler","Northern Waterthrush","Summer Tanager","Swainson's Warbler","Tennessee Warbler","Yellow-billed Cuckoo","Great Crested Flycatcher","Chuck-will's-widow","Acadian Flycatcher","Yellow-breasted Chat","Bobolink","Chestnut-sided Warbler","Eastern Wood-Pewee","Kentucky Warbler","Sora","Black-billed Cuckoo","American Bittern","Common Nighthawk","Grasshopper Sparrow","Magnolia Warbler","Golden-winged Warbler","Swainson's Thrush","Bay-breasted Warbler","Canada Warbler","Warbling Vireo","Willow Flycatcher","Gray-cheeked Thrush","Veery","Bank Swallow","Philadelphia Vireo","Lincoln's Sparrow","Snowy Egret","Dickcissel","Mourning Warbler","Sedge Wren","Alder Flycatcher","Cattle Egret","Little Blue Heron","Black Tern","Eurasian Collared-Dove","Least Sandpiper","Red-breasted Nuthatch","Wilson's Warbler","Surf Scoter","Bohemian Waxwing","Snow Goose","Greater White-fronted Goose","Franklin's Gull","Brewer's Blackbird","Graylag Goose","Peregrine Falcon","Sandhill Crane","Common Merganser","Long-tailed Duck","American White Pelican","Dunlin","White-winged Dove","Lark Sparrow","Swallow-tailed Kite","White-rumped Sandpiper","Western Sandpiper","Willet","Olive-sided Flycatcher","Mississippi Kite","Common Gallinule","Helmeted Guineafowl","Upland Sandpiper","Least Flycatcher","American Avocet","Brant","Golden Eagle","Cackling Goose","Harris's Sparrow","Indian Peafowl","Mute Swan","Yellow-crowned Night-Heron","White-faced Ibis","Connecticut Warbler","Mandarin Duck","Clay-colored Sparrow","Nelson's Sparrow","Whooping Crane","Red-necked Grebe","Ring-necked Pheasant","American Golden-Plover","Yellow-bellied Flycatcher","Semipalmated Plover","Black-headed Parrot","Laughing Gull","Nanday Parakeet","Long-billed Dowitcher","Red Junglefowl","Brown Pelican","Ruffed Grouse","Egyptian Goose","Evening Grosbeak","Northern Saw-whet Owl","Black Scoter","Red-throated Loon","Loggerhead Shrike","Red-necked Phalarope","Common Tern","Painted Bunting","Short-billed Dowitcher","Eared Grebe","Purple Gallinule"
"2335",2022-05-24,NA,32,18,75,NA,3,2,3,1,41,NA,32,NA,NA,29,45,55,148,NA,NA,22,33,7,1,33,79,42,NA,NA,14,1,NA,NA,NA,NA,NA,65,32,3,13,51,102,4,NA,49,NA,NA,NA,4,2,NA,29,3,5,55,NA,NA,11,NA,20,NA,32,7,7,NA,NA,NA,NA,NA,NA,NA,NA,6,27,21,NA,NA,NA,NA,NA,NA,NA,8,37,NA,NA,NA,NA,NA,NA,53,2,NA,NA,NA,NA,2,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,8,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,11,NA,13,7,NA,2,NA,NA,1,NA,NA,16,3,NA,NA,NA,4,NA,NA,4,5,9,NA,NA,27,NA,1,NA,NA,4,NA,NA,1,1,8,1,1,4,NA,NA,NA,NA,NA,2,4,NA,NA,6,NA,NA,5,NA,NA,2,3,NA,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2336",2022-05-25,NA,25,13,85,NA,NA,NA,9,1,29,NA,19,2,NA,67,NA,33,24,2,NA,17,27,5,NA,21,116,6,NA,NA,11,NA,NA,1,NA,NA,NA,41,12,23,12,41,83,3,NA,45,NA,NA,NA,4,1,NA,17,3,4,41,NA,NA,19,NA,21,NA,28,10,7,NA,NA,NA,NA,NA,1,1,NA,3,6,19,NA,NA,NA,NA,NA,NA,NA,9,15,NA,NA,NA,NA,NA,NA,26,1,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,36,9,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,20,NA,52,14,27,2,1,NA,NA,NA,1,19,4,NA,NA,NA,8,NA,NA,10,6,6,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,5,1,NA,NA,NA,NA,1,6,NA,NA,NA,1,NA,NA,1,NA,NA,4,4,NA,1,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2337",2022-05-26,NA,13,6,74,NA,NA,NA,2,NA,16,NA,20,1,NA,15,17,34,14,2,NA,12,8,2,NA,25,67,8,NA,NA,7,NA,NA,2,NA,NA,NA,49,1,13,3,24,68,1,NA,32,NA,NA,NA,NA,1,NA,6,1,3,42,NA,NA,3,NA,30,NA,23,2,8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,21,3,3,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,7,NA,NA,4,NA,6,NA,NA,3,NA,NA,NA,1,1,NA,NA,1,1,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2338",2022-05-27,NA,26,40,71,NA,2,3,15,NA,33,NA,12,NA,NA,18,28,48,24,NA,NA,14,45,8,NA,27,78,30,NA,NA,11,4,NA,1,NA,NA,NA,88,5,3,9,45,78,6,NA,41,NA,NA,NA,2,NA,NA,20,2,6,36,NA,NA,14,NA,22,NA,32,10,10,NA,NA,NA,1,NA,NA,NA,NA,1,9,8,NA,NA,NA,NA,NA,NA,NA,6,19,NA,NA,NA,NA,NA,NA,51,1,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,10,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,13,NA,56,1,49,12,NA,NA,NA,NA,2,22,1,NA,NA,NA,5,NA,NA,3,4,8,1,NA,32,NA,1,NA,1,3,NA,NA,NA,NA,3,NA,7,3,NA,NA,NA,NA,NA,1,11,NA,NA,3,NA,NA,5,NA,NA,4,7,NA,NA,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2339",2022-05-28,NA,NA,36,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,28,NA,NA,5,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,36,2,NA,2,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,14,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,20,NA,NA,9,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,15,7,NA,NA,NA,NA,7,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2340",2022-05-29,NA,27,22,NA,NA,1,2,16,NA,41,NA,16,4,NA,NA,31,NA,4,3,NA,21,31,3,NA,NA,30,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,2,NA,11,NA,NA,10,NA,NA,NA,NA,NA,4,2,NA,26,3,1,39,NA,NA,5,NA,NA,NA,NA,15,7,NA,NA,NA,NA,NA,1,NA,NA,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,23,1,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,12,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,7,NA,10,9,34,17,NA,NA,NA,NA,NA,12,1,NA,NA,NA,6,NA,NA,1,NA,NA,NA,1,42,NA,NA,NA,NA,3,NA,NA,2,NA,10,2,NA,3,NA,NA,NA,NA,1,5,NA,NA,NA,1,NA,NA,4,NA,NA,NA,6,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341",2022-05-30,NA,NA,17,40,NA,NA,1,6,NA,26,NA,12,4,NA,72,27,37,9,1,NA,NA,20,13,NA,17,NA,NA,NA,NA,9,1,NA,2,NA,NA,NA,NA,1,2,4,27,NA,6,NA,NA,NA,NA,NA,3,3,NA,22,5,2,NA,NA,NA,18,NA,NA,NA,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA,9,4,11,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,13,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,13,93,NA,1,NA,NA,NA,2,19,NA,NA,NA,NA,4,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,1,7,NA,1,NA,NA,8,3,1,5,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,5,NA,NA,2,6,1,1,NA,NA,NA,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2342",2022-05-31,NA,21,17,52,NA,1,2,10,NA,34,NA,15,NA,NA,33,43,46,16,1,NA,24,28,9,NA,38,15,23,NA,NA,8,NA,NA,1,NA,NA,NA,73,8,NA,3,44,100,4,NA,45,NA,NA,NA,4,3,NA,21,NA,2,47,NA,NA,7,NA,28,NA,42,9,11,NA,NA,NA,NA,NA,NA,1,NA,2,17,2,NA,NA,NA,NA,NA,NA,NA,4,21,NA,NA,NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,5,NA,7,NA,15,13,93,9,1,NA,NA,NA,NA,14,1,NA,NA,NA,2,NA,NA,1,3,12,NA,NA,29,NA,NA,NA,2,5,NA,NA,1,NA,9,4,5,6,NA,NA,NA,NA,2,5,NA,NA,NA,1,NA,NA,4,NA,NA,5,5,1,NA,18,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2343",2022-06-01,NA,12,6,39,NA,1,NA,NA,NA,18,NA,7,NA,NA,25,18,36,6,NA,NA,13,15,5,NA,24,9,4,NA,NA,5,NA,NA,1,NA,NA,NA,40,4,1,1,20,50,3,NA,18,NA,NA,NA,2,2,NA,16,1,2,7,NA,NA,5,NA,11,NA,29,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,7,NA,NA,7,NA,NA,2,NA,4,NA,NA,NA,NA,2,3,2,6,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,3,NA,NA,NA,6,2,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344",2022-06-02,NA,22,NA,64,NA,3,NA,NA,NA,NA,NA,15,1,NA,61,NA,NA,12,NA,NA,NA,23,3,NA,22,56,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,5,NA,NA,NA,NA,NA,1,2,NA,17,1,3,32,NA,NA,9,NA,22,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,NA,NA,NA,NA,NA,NA,NA,11,16,NA,NA,NA,NA,NA,NA,10,2,NA,2,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,4,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,2,NA,NA,1,2,NA,NA,NA,14,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,3,NA,NA,NA,5,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2345",2022-06-03,NA,28,NA,61,NA,NA,3,7,NA,NA,NA,9,1,NA,79,NA,NA,6,1,NA,NA,32,6,NA,26,70,13,NA,NA,9,NA,NA,1,NA,NA,NA,NA,NA,5,56,NA,NA,4,NA,29,NA,NA,NA,3,1,NA,NA,NA,4,32,NA,NA,3,NA,9,NA,NA,7,NA,NA,NA,NA,NA,NA,1,1,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,2,30,2,NA,4,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,6,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,9,6,NA,NA,NA,NA,NA,NA,NA,11,1,NA,2,NA,4,NA,NA,2,1,NA,NA,NA,10,NA,NA,NA,1,3,NA,NA,NA,NA,3,2,1,5,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,4,NA,NA,2,19,NA,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346",2022-06-04,NA,27,NA,49,NA,1,1,9,NA,NA,NA,14,NA,NA,22,NA,NA,8,NA,NA,NA,31,5,NA,27,NA,19,NA,NA,11,NA,NA,1,NA,NA,NA,NA,NA,6,1,NA,NA,2,NA,NA,NA,NA,NA,5,2,NA,NA,3,1,NA,NA,NA,2,NA,21,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,2,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,3,20,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3,60,3,NA,NA,NA,NA,NA,NA,4,NA,1,NA,11,NA,NA,3,4,NA,NA,NA,17,NA,NA,NA,1,2,NA,1,3,1,3,NA,8,1,NA,NA,NA,NA,2,10,NA,1,NA,8,NA,NA,5,NA,NA,1,6,NA,NA,10,NA,NA,1,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347",2022-06-05,NA,17,NA,29,NA,2,NA,8,NA,NA,NA,NA,1,NA,7,NA,NA,9,NA,NA,NA,19,5,NA,23,20,42,NA,NA,4,NA,NA,1,NA,NA,NA,NA,5,NA,2,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,1,1,20,NA,NA,6,NA,12,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,2,18,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,2,1,NA,10,1,NA,NA,NA,NA,12,2,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,17,NA,NA,NA,2,4,NA,3,NA,NA,2,3,5,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,8,NA,NA,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348",2022-06-06,NA,19,NA,45,NA,NA,2,3,NA,NA,NA,9,NA,NA,6,NA,NA,9,2,NA,NA,26,1,NA,20,37,7,NA,NA,8,NA,NA,3,NA,NA,NA,NA,1,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,2,NA,NA,2,4,11,NA,NA,15,NA,14,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,3,10,NA,NA,NA,NA,NA,NA,73,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,6,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,1,10,1,NA,NA,NA,NA,2,10,1,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,2,2,NA,1,2,NA,5,2,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,4,NA,NA,NA,5,NA,1,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
